record_id,study_area,latitude,longitude,inventory_condition,year_inspected,image_ids,image_paths,truth_label,image_quality,occlusion,detectable_warning,labeler,label_timestamp,notes
ADA_CurbRampPt_20058,anacostia_fairlawn,38.85747785200763,-76.98593259025148,Missing,2016,,,,,,,,,
ADA_CurbRampPt_21131,anacostia_fairlawn,38.8724093519235,-76.95921066661013,Missing,2016,,,,,,,,,
ADA_CurbRampPt_23419,anacostia_fairlawn,38.86287396290198,-76.9874845452247,Missing,2016,,,,,,,,,
ADA_CurbRampPt_2541,anacostia_fairlawn,38.862270832299565,-76.95765168636848,Missing,2016,,,,,,,,,
ADA_CurbRampPt_31142,anacostia_fairlawn,38.85930735726929,-76.9886330409881,Missing,2016,,,,,,,,,
ADA_CurbRampPt_4710,anacostia_fairlawn,38.86849903153734,-76.96587412186682,Missing,2016,,,,,,,,,
ADA_CurbRampPt_4868,anacostia_fairlawn,38.8549010583669,-76.96989603826107,Missing,2016,,,,,,,,,
ADA_CurbRampPt_9874,anacostia_fairlawn,38.85869289741897,-76.96822290560064,Missing,2016,,,,,,,,,
ADA_CurbRampPt_10373,anacostia_fairlawn,38.8657025397368,-76.97049506682089,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_10872,anacostia_fairlawn,38.86686831667815,-76.97254484451834,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_12070,anacostia_fairlawn,38.8554651964723,-76.96144184247046,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_1227,anacostia_fairlawn,38.86294075691527,-76.96223118776648,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_19684,anacostia_fairlawn,38.870808484228704,-76.9773022771041,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_21653,anacostia_fairlawn,38.85682796430273,-76.97170888390649,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_22117,anacostia_fairlawn,38.86191778969414,-76.99447294672326,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_28877,anacostia_fairlawn,38.87478897874614,-76.9682741011683,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_33350,anacostia_fairlawn,38.86940663519159,-76.98084496182597,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_34782,anacostia_fairlawn,38.85653220068565,-76.98935735250313,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_487,anacostia_fairlawn,38.86943338017679,-76.96572644243186,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_6680,anacostia_fairlawn,38.87697004681785,-76.96348681752639,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_10043,columbia_heights_petworth,38.95878125028727,-77.01511097096521,Fair,2016,,,,,,,,,
ADA_CurbRampPt_12513,columbia_heights_petworth,38.94968033149493,-77.034458939927,Fair,2016,,,,,,,,,
ADA_CurbRampPt_13438,columbia_heights_petworth,38.93530790699755,-77.02401943005553,Fair,2016,,,,,,,,,
ADA_CurbRampPt_16907,columbia_heights_petworth,38.93221524203864,-77.0268370517886,Fair,2016,,,,,,,,,
ADA_CurbRampPt_17124,columbia_heights_petworth,38.9573446347301,-77.02836388657408,Fair,2016,,,,,,,,,
ADA_CurbRampPt_21815,columbia_heights_petworth,38.94181374463058,-77.03632709488816,Fair,2016,,,,,,,,,
ADA_CurbRampPt_2278,columbia_heights_petworth,38.937131307817,-77.02130573125238,Fair,2016,,,,,,,,,
ADA_CurbRampPt_26154,columbia_heights_petworth,38.94407836759565,-77.03875240764508,Fair,2016,,,,,,,,,
ADA_CurbRampPt_2899,columbia_heights_petworth,38.95298352840959,-77.02771208209002,Fair,2016,,,,,,,,,
ADA_CurbRampPt_29602,columbia_heights_petworth,38.95830827027867,-77.03626405653743,Fair,2016,,,,,,,,,
ADA_CurbRampPt_3245,columbia_heights_petworth,38.92974563034023,-77.02763289023981,Fair,2016,,,,,,,,,
ADA_CurbRampPt_3417,columbia_heights_petworth,38.941810038782144,-77.0328468627307,Fair,2016,,,,,,,,,
ADA_CurbRampPt_10535,columbia_heights_petworth,38.95930539489035,-77.02255014567145,Good,2016,,,,,,,,,
ADA_CurbRampPt_10550,columbia_heights_petworth,38.93085271736973,-77.02639404525927,Good,2016,,,,,,,,,
ADA_CurbRampPt_13112,columbia_heights_petworth,38.95087675670894,-77.02212820043407,Good,2016,,,,,,,,,
ADA_CurbRampPt_18542,columbia_heights_petworth,38.929739965683495,-77.02627869195499,Good,2016,,,,,,,,,
ADA_CurbRampPt_19769,columbia_heights_petworth,38.94179258991034,-77.02514394755327,Good,2016,,,,,,,,,
ADA_CurbRampPt_21652,columbia_heights_petworth,38.95309414042623,-77.01963688734882,Good,2016,,,,,,,,,
ADA_CurbRampPt_22154,columbia_heights_petworth,38.942474067768195,-77.01930321691516,Good,2016,,,,,,,,,
ADA_CurbRampPt_23881,columbia_heights_petworth,38.9363455585278,-77.02962219926422,Good,2016,,,,,,,,,
ADA_CurbRampPt_28492,columbia_heights_petworth,38.92599186840451,-77.03954525254238,Good,2016,,,,,,,,,
ADA_CurbRampPt_30713,columbia_heights_petworth,38.934194648347074,-77.03283715252473,Good,2016,,,,,,,,,
ADA_CurbRampPt_31366,columbia_heights_petworth,38.946704167131664,-77.02192735742467,Good,2016,,,,,,,,,
ADA_CurbRampPt_5665,columbia_heights_petworth,38.959366596908744,-77.03332154387795,Good,2016,,,,,,,,,
ADA_CurbRampPt_13749,columbia_heights_petworth,38.92238936277619,-77.02980855623949,Missing,2016,,,,,,,,,
ADA_CurbRampPt_13876,columbia_heights_petworth,38.925707330871184,-77.02982692470654,Missing,2016,,,,,,,,,
ADA_CurbRampPt_16860,columbia_heights_petworth,38.9280739534795,-77.02297639217053,Missing,2016,,,,,,,,,
ADA_CurbRampPt_2098,columbia_heights_petworth,38.95143087249156,-77.02725972702453,Missing,2016,,,,,,,,,
ADA_CurbRampPt_2568,columbia_heights_petworth,38.93555188315029,-77.02712071296699,Missing,2016,,,,,,,,,
ADA_CurbRampPt_26297,columbia_heights_petworth,38.92248393998951,-77.02796581964581,Missing,2016,,,,,,,,,
ADA_CurbRampPt_29780,columbia_heights_petworth,38.92144161044905,-77.03895109374963,Missing,2016,,,,,,,,,
ADA_CurbRampPt_31784,columbia_heights_petworth,38.92667955408635,-77.02963003669694,Missing,2016,,,,,,,,,
ADA_CurbRampPt_33719,columbia_heights_petworth,38.92961777523702,-77.0296051286056,Missing,2016,,,,,,,,,
ADA_CurbRampPt_5111,columbia_heights_petworth,38.94306720152798,-77.02348148965827,Missing,2016,,,,,,,,,
ADA_CurbRampPt_8054,columbia_heights_petworth,38.959519068806166,-77.01983813162283,Missing,2016,,,,,,,,,
ADA_CurbRampPt_9294,columbia_heights_petworth,38.958355685004065,-77.01809052197105,Missing,2016,,,,,,,,,
ADA_CurbRampPt_13132,columbia_heights_petworth,38.94832898089922,-77.02200368230952,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_15117,columbia_heights_petworth,38.954171222610256,-77.0297901456086,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_17245,columbia_heights_petworth,38.937555565721254,-77.02727272637662,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_18370,columbia_heights_petworth,38.933501846946285,-77.02624654687698,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_23006,columbia_heights_petworth,38.93402871611946,-77.02616414111131,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_26078,columbia_heights_petworth,38.94833484103266,-77.02993402805211,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_28350,columbia_heights_petworth,38.92262483774415,-77.03662490952593,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_29759,columbia_heights_petworth,38.92369655649171,-77.02979604383032,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_32537,columbia_heights_petworth,38.95966109329321,-77.03330204761507,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_328,columbia_heights_petworth,38.93129187664271,-77.02962759506988,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_5286,columbia_heights_petworth,38.93836118806195,-77.01673414941789,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_7434,columbia_heights_petworth,38.948301609648986,-77.02356821939512,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_12580,navy_yard_capitol_riverfront,38.87835059305505,-77.00495685802292,Fair,2016,,,,,,,,,
ADA_CurbRampPt_13134,navy_yard_capitol_riverfront,38.88568661940215,-77.00065393646626,Fair,2016,,,,,,,,,
ADA_CurbRampPt_18235,navy_yard_capitol_riverfront,38.8783516516451,-76.9995996473107,Fair,2016,,,,,,,,,
ADA_CurbRampPt_18828,navy_yard_capitol_riverfront,38.873085068613186,-77.00922895732288,Fair,2016,,,,,,,,,
ADA_CurbRampPt_25298,navy_yard_capitol_riverfront,38.87634678855656,-77.0122907035984,Fair,2016,,,,,,,,,
ADA_CurbRampPt_25430,navy_yard_capitol_riverfront,38.865874096575794,-76.98556077049405,Fair,2016,,,,,,,,,
ADA_CurbRampPt_25734,navy_yard_capitol_riverfront,38.878338599332224,-76.99958526456348,Fair,2016,,,,,,,,,
ADA_CurbRampPt_26882,navy_yard_capitol_riverfront,38.891857491759296,-76.99507608552994,Fair,2016,,,,,,,,,
ADA_CurbRampPt_27075,navy_yard_capitol_riverfront,38.88112961025937,-77.00890032122895,Fair,2016,,,,,,,,,
ADA_CurbRampPt_27682,navy_yard_capitol_riverfront,38.873359991402225,-76.99166333582677,Fair,2016,,,,,,,,,
ADA_CurbRampPt_30857,navy_yard_capitol_riverfront,38.8852956158599,-76.98659136018951,Fair,2016,,,,,,,,,
ADA_CurbRampPt_33297,navy_yard_capitol_riverfront,38.87466943686707,-76.99166982307699,Fair,2016,,,,,,,,,
ADA_CurbRampPt_11016,navy_yard_capitol_riverfront,38.86529764775825,-76.99075391325051,Good,2016,,,,,,,,,
ADA_CurbRampPt_14800,navy_yard_capitol_riverfront,38.88416497625831,-76.99272938452216,Good,2016,,,,,,,,,
ADA_CurbRampPt_15489,navy_yard_capitol_riverfront,38.888632733519586,-76.99486250672112,Good,2016,,,,,,,,,
ADA_CurbRampPt_16824,navy_yard_capitol_riverfront,38.888782094868176,-76.9925638240695,Good,2016,,,,,,,,,
ADA_CurbRampPt_19085,navy_yard_capitol_riverfront,38.880137615832126,-76.98624422285822,Good,2016,,,,,,,,,
ADA_CurbRampPt_20386,navy_yard_capitol_riverfront,38.87945040421178,-77.0001454777056,Good,2016,,,,,,,,,
ADA_CurbRampPt_23858,navy_yard_capitol_riverfront,38.87993503214102,-77.00069157249165,Good,2016,,,,,,,,,
ADA_CurbRampPt_25527,navy_yard_capitol_riverfront,38.88991085909801,-76.9927088835384,Good,2016,,,,,,,,,
ADA_CurbRampPt_31623,navy_yard_capitol_riverfront,38.88660699025948,-76.99852358282406,Good,2016,,,,,,,,,
ADA_CurbRampPt_34156,navy_yard_capitol_riverfront,38.88599994088841,-77.01179214355344,Good,2016,,,,,,,,,
ADA_CurbRampPt_34719,navy_yard_capitol_riverfront,38.89087855346415,-76.98544610992076,Good,2016,,,,,,,,,
ADA_CurbRampPt_8864,navy_yard_capitol_riverfront,38.88280030548818,-76.99852687131013,Good,2016,,,,,,,,,
ADA_CurbRampPt_12025,navy_yard_capitol_riverfront,38.86763833607028,-76.98504892979946,Missing,2016,,,,,,,,,
ADA_CurbRampPt_15546,navy_yard_capitol_riverfront,38.88045257026634,-77.00356892172714,Missing,2016,,,,,,,,,
ADA_CurbRampPt_19095,navy_yard_capitol_riverfront,38.88863329482785,-76.99609936102561,Missing,2016,,,,,,,,,
ADA_CurbRampPt_24263,navy_yard_capitol_riverfront,38.89352183474524,-76.99835933252062,Missing,2016,,,,,,,,,
ADA_CurbRampPt_25596,navy_yard_capitol_riverfront,38.883315121575706,-77.00064416409028,Missing,2016,,,,,,,,,
ADA_CurbRampPt_26812,navy_yard_capitol_riverfront,38.88767073248334,-76.99143875768962,Missing,2016,,,,,,,,,
ADA_CurbRampPt_27681,navy_yard_capitol_riverfront,38.887527415045085,-76.99381626848489,Missing,2016,,,,,,,,,
ADA_CurbRampPt_32019,navy_yard_capitol_riverfront,38.89206898226589,-76.99161297226743,Missing,2016,,,,,,,,,
ADA_CurbRampPt_7803,navy_yard_capitol_riverfront,38.888639738200055,-76.99942152721773,Missing,2016,,,,,,,,,
ADA_CurbRampPt_8198,navy_yard_capitol_riverfront,38.873043529433374,-77.01224247889041,Missing,2016,,,,,,,,,
ADA_CurbRampPt_8200,navy_yard_capitol_riverfront,38.88765330241872,-76.99835383905724,Missing,2016,,,,,,,,,
ADA_CurbRampPt_9466,navy_yard_capitol_riverfront,38.8813483988936,-77.01492968631644,Missing,2016,,,,,,,,,
ADA_CurbRampPt_12135,navy_yard_capitol_riverfront,38.88192144963877,-77.00344571629584,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_13994,navy_yard_capitol_riverfront,38.888607824974834,-76.99369563341271,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_14345,navy_yard_capitol_riverfront,38.88268461042921,-76.99368058808355,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_16513,navy_yard_capitol_riverfront,38.89474277066115,-76.99961027392658,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_19864,navy_yard_capitol_riverfront,38.87472427157357,-77.0105778834377,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_21409,navy_yard_capitol_riverfront,38.894856558775345,-76.99146532952682,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_22233,navy_yard_capitol_riverfront,38.885536428453804,-76.99014234429353,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_28397,navy_yard_capitol_riverfront,38.885018648225596,-77.00362520470689,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_34431,navy_yard_capitol_riverfront,38.87846802674341,-76.99942083376978,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_4658,navy_yard_capitol_riverfront,38.88765968151158,-76.99942550130132,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_5618,navy_yard_capitol_riverfront,38.87935582965925,-76.99507801620456,Non-Compliant,2016,,,,,,,,,
ADA_CurbRampPt_8392,navy_yard_capitol_riverfront,38.89115385304683,-76.9938236529943,Non-Compliant,2016,,,,,,,,,
