assumed_horizontal_fov_degrees,attribution,bearing_to_record_deg,camera_type,captured_at,captured_at_iso,compass_angle,crop_sha256,distance_to_record_m,faces_target,heading_difference_deg,image_id,image_latitude,image_longitude,image_path,inventory_condition,is_pano,projection_method,record_id,record_latitude,record_longitude,signed_heading_difference_deg,source,source_image_path,source_image_sha256,source_is_pano,study_area
90.0,Mapillary,51.71,spherical,1602350483000,2020-10-10T17:21:23+00:00,219.5,067711ad7672a6aec421f5da27f1fc05e6cb301489ac22c14215c6a697d4c5a1,22.56,1,0,3113799012282169,38.860438875638,-76.988772295726,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_29685/3113799012282169.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_29685,38.860564569989826,-76.9885677977928,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_29685/3113799012282169.jpg,716cbccaaa590aa0112aedd10faefe98e7524343665944581846187dd5c83d00,1,anacostia_fairlawn
90.0,Mapillary,50.76,equirectangular,1573407356500,2019-11-10T17:35:56.500000+00:00,282.8,02881b1709000542f0b60b19166c15271ea59895b9bf3ab0230905ffae4cb1a3,5.05,1,0,1087808391749879,38.867180575263,-76.987179378915,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_21231/1087808391749879.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_21231,38.867209304774356,-76.98713419877689,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21231/1087808391749879.jpg,d01f2e2c323b7e85446edb592c964e093b8a03436a25893e8706ea36aff40b7e,1,anacostia_fairlawn
90.0,Mapillary,252.13,spherical,1602181258500,2020-10-08T18:20:58.500000+00:00,32.3,59d1d141877b2a7f25aabdc234fff2034d11c5379ef2a6a1a9c154f25d7da16c,11.51,1,0,1001758227397335,38.865444577895,-76.976084543163,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_14660/1001758227397335.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_14660,38.86541281101138,-76.97621105506252,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_14660/1001758227397335.jpg,40cfc588a44bd5a4bd3de88db1f6a4ac052c730d034f2cebac347057f1af4ef4,1,anacostia_fairlawn
90.0,Mapillary,150.24,perspective,1730464559488,2024-11-01T12:35:59.488000+00:00,142,e56e43cfb7b574be66dd4a1b0ff64ba57f405069bf1ead9e1c11afde7174b6c4,13.46,1,0,1241235830529773,38.865517869577,-76.976288204974,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_14660/1241235830529773.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_14660,38.86541281101138,-76.97621105506252,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_14660/1241235830529773.jpg,3614542d1c71bcddef6abffc32d2b17a3baf550125f2ca97881d5ed13b47afe4,0,anacostia_fairlawn
90.0,Mapillary,14.79,spherical,1602346131000,2020-10-10T16:08:51+00:00,226.7,f334ec7077e432c98afc7ec9d1bf0a36c9449c7ce3bd88770075764a0a804728,9.45,1,0,1078823796179348,38.855170045496,-76.969917359314,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_32546/1078823796179348.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_32546,38.855252255745675,-76.96988948795403,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_32546/1078823796179348.jpg,720ee4363a418b4bc6b38525b23c4a9b7bd65dce1fb4666e5cb55afc170b4fc1,1,anacostia_fairlawn
90.0,Mapillary,62.86,spherical,1605027328000,2020-11-10T16:55:28+00:00,252.5,c1520b054d09606c9b778d1eba02ac209157522b589e3726e2ad7c9bf9fa1c12,25.15,1,0,1163270917568160,38.862167637912,-76.957910205119,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_2541/1163270917568160.jpg,Missing,0,equirectangular_to_perspective,ADA_CurbRampPt_2541,38.862270832299565,-76.95765168636848,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_2541/1163270917568160.jpg,b80b90e1d325d2087ce36d1bfe50405db33f2d4cb73ea3e56c1da04bf8fb5e54,1,anacostia_fairlawn
90.0,Mapillary,56.16,perspective,1702400155193,2023-12-12T16:55:55.193000+00:00,61.222418785095,98f46cb078ece1f3ad51d03353bd91156091ef2cdb41e80725968b413dff540d,26.21,1,0,1060463751769459,38.862139577298,-76.957903152001,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_2541/1060463751769459.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_2541,38.862270832299565,-76.95765168636848,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_2541/1060463751769459.jpg,40ade0caf5a6e85fea16bdf5cf5922188f710a3a0f3282e4c73b3a7ba2327d67,0,anacostia_fairlawn
90.0,Mapillary,269.22,perspective,1733926412734,2024-12-11T14:13:32.734000+00:00,284,81301b8a95679cba435917cc4c0f6b4a224bf9ef39b93c7a03439347246232d9,2.16,1,0,1145904273555095,38.872409617259,-76.959185739742,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_21131/1145904273555095.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_21131,38.8724093519235,-76.95921066661013,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21131/1145904273555095.jpg,9799309a9529eb4ef5b42c07fcc3c50043f4c94d926d5055e031cc6f67ea3695,0,anacostia_fairlawn
90.0,Mapillary,70.86,perspective,1702565912589,2023-12-14T14:58:32.589000+00:00,98.221455574036,83143bd86129fba384cc551589ee7ff0cca6fbe50d77647aea81f7734538e806,4.93,1,0,1038638224081909,38.872394805239,-76.959264514056,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_21131/1038638224081909.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_21131,38.8724093519235,-76.95921066661013,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21131/1038638224081909.jpg,60024510e025c1d9eaeff719145d605d55ea24c6792e63980a7cbddf3f83bebe,0,anacostia_fairlawn
90.0,Mapillary,296.56,perspective,1573477587412,2019-11-11T13:06:27.412000+00:00,311.07202148438,7134be0a0a518742b280e6296f462b3b9587e7cb3a4697c23e08881c79ba0503,15.28,1,0,1199510287213358,38.857416412875,-76.985774774564,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_20058/1199510287213358.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_20058,38.85747785200763,-76.98593259025148,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_20058/1199510287213358.jpg,0f65be1e567e8c4dd71332581ecc9d27a49180a31d6fa1e062594379a9b69ffe,0,anacostia_fairlawn
90.0,Mapillary,139.13,perspective,1702316088325,2023-12-11T17:34:48.325000+00:00,148.22510910034,95b9c52a785aba6422823edc661d8e77545802720979e63a8402ae910d589902,9.98,1,0,1071244163919248,38.857422343162,-76.96151595955,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_17848/1071244163919248.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_17848,38.85735447526058,-76.9614405316037,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17848/1071244163919248.jpg,2447ca69eefb104419bb2c58afbcc2fd55a490427b315b6a6d7e441adc9aa2b4,0,anacostia_fairlawn
90.0,Mapillary,143.97,perspective,1563208032000,2019-07-15T16:27:12+00:00,181.4,8d0f23ec669ded791e3a060c894dd2798b198889a495694d823c2496bc878858,10.39,1,0,1296393610831941,38.857430072518,-76.961511137383,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_17848/1296393610831941.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_17848,38.85735447526058,-76.9614405316037,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17848/1296393610831941.jpg,02337b9c25630373ed6b54d52f272842aa3d1734692594ee789a4afbb1b24ed5,0,anacostia_fairlawn
90.0,Mapillary,2.78,perspective,1637048613000,2021-11-16T07:43:33+00:00,24.962943287132,72c65ba4405c24b3047df1a962e76a10749854d6577b2a0d977c5c90982d80e7,26.67,1,0,1029040011141512,38.865462962963,-76.970510018215,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_10373/1029040011141512.jpg,Non-Compliant,0,directional_bearing_crop,ADA_CurbRampPt_10373,38.8657025397368,-76.97049506682089,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_10373/1029040011141512.jpg,0845936d13042a75d8b5f293d60d7c14b96ab01bd0bc35ee8d841349d499dfce,0,anacostia_fairlawn
90.0,Mapillary,16.74,spherical,1604686105500,2020-11-06T18:08:25.500000+00:00,203.8,a9f7e8c05176f4676904a954a6c604d09f0b8fbe03f3f0a81609c75d7dc430ba,27.89,1,0,1061000091484617,38.865462368686,-76.970587816444,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_10373/1061000091484617.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_10373,38.8657025397368,-76.97049506682089,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_10373/1061000091484617.jpg,03e096166203e3ea904aefa2e0ff078111c0ab0130c1314ec42b0534b965dab9,1,anacostia_fairlawn
90.0,Mapillary,157.6,spherical,1602351217000,2020-10-10T17:33:37+00:00,317.7,c4877ab032ba4eb9fc67203092bfb795b567c116c9d08b5216a5321fc202a045,28.15,1,0,578581423551637,38.85676627422,-76.989481275312,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_34782/578581423551637.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_34782,38.85653220068565,-76.98935735250313,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34782/578581423551637.jpg,24939a3065a63d0b0d419373f4d481a9f1b8b7d9665d31784a261e3f62d5f316,1,anacostia_fairlawn
90.0,Mapillary,147.31,perspective,1563119197500,2019-07-14T15:46:37.500000+00:00,137.6,712db42a24fbffa1630e06248ed553b5823992d4fd60ed8062f70a7faa78d3fc,29.58,1,0,480056809774286,38.856756101102,-76.989541903468,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_34782/480056809774286.jpg,Non-Compliant,0,directional_bearing_crop,ADA_CurbRampPt_34782,38.85653220068565,-76.98935735250313,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34782/480056809774286.jpg,597030a7eb51e5bc2534f3a3f675458ac2e0c6245d39ad6303b6fc8d45532c9a,0,anacostia_fairlawn
90.0,Mapillary,49.84,equirectangular,1573147087000,2019-11-07T17:18:07+00:00,237.8,eb6b09d8fdef06b36ee231a61bea507771d0084846141c28e62ba37c601f0ac6,42.61,1,0,145455207568173,38.874541862686,-76.968650287636,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_28877/145455207568173.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_28877,38.87478897874614,-76.9682741011683,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28877/145455207568173.jpg,0a4b8c79dc3c2432f1649e200a774e664095d8bae8beecea40b57b81b8e9e1d6,1,anacostia_fairlawn
90.0,Mapillary,66.12,perspective,1535554910000,2018-08-29T15:01:50+00:00,98.23,5b7e707735738ef5e2944576be6ed2d8adec10632efc61e720b8cfc62671dbe5,5.36,1,0,843995476535103,38.869413867478,-76.965783043961,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_487/843995476535103.jpg,Non-Compliant,0,directional_bearing_crop,ADA_CurbRampPt_487,38.86943338017679,-76.96572644243186,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_487/843995476535103.jpg,4bb3c7b6f74cb3b14c84d4a9aeb6a8b8491f89fa6c68b750fba67d9882887f75,0,anacostia_fairlawn
90.0,Mapillary,112.97,perspective,1535554911000,2018-08-29T15:01:51+00:00,88.94,685895b8e1d0726ec32cdbf8d2ed225763a11c8f393d577ab79e39c1302f094e,5.39,1,0,4096986087025384,38.869452288824,-76.965783742975,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_487/4096986087025384.jpg,Non-Compliant,0,directional_bearing_crop,ADA_CurbRampPt_487,38.86943338017679,-76.96572644243186,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_487/4096986087025384.jpg,b8a1535844e36f68d3a0b1035dc394173bc238788ab8ddf6a72a93ae8a4c66db,0,anacostia_fairlawn
90.0,Mapillary,353.51,equirectangular,1563128969000,2019-07-14T18:29:29+00:00,86.9,b248b315504e9fe8752fb8ffe7556c10a213ef130c200c91b0a7cbe3358999e4,5.04,1,0,1214292389011469,38.870763491837,-76.977295701136,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_19684/1214292389011469.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_19684,38.870808484228704,-76.9773022771041,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19684/1214292389011469.jpg,ab699ef773d07cb321048e0b5a44d8604f42c009695a796bec83505c617b9c30,1,anacostia_fairlawn
90.0,Mapillary,19.72,perspective,1649419805000,2022-04-08T12:10:05+00:00,0,8ca99f1a6fb76895d1648d3b056a87732db463c8bde1e9dfd4a4bc4fe45e941d,27.18,1,0,134049046016536,38.941583642455,-77.036433166592,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_21815/134049046016536.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_21815,38.94181374463058,-77.03632709488816,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21815/134049046016536.jpg,97a4590831725a5a6eb1a76e7ba221c8394c3c721b211426edb0c0cdb01d08ed,0,columbia_heights_petworth
90.0,Mapillary,26.57,spherical,1603213967000,2020-10-20T17:12:47+00:00,180,ad467427406aed61ce15169ac54d136165f5db6c1ef4bf21b7bc7176f2052bb7,28.49,1,0,1246987362725682,38.941584561265,-77.036474443641,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_21815/1246987362725682.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_21815,38.94181374463058,-77.03632709488816,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21815/1246987362725682.jpg,df8196cebaa6b1be6ab69501beb25912f598eaf1c84f07575a0c299676a346cb,1,columbia_heights_petworth
90.0,Mapillary,0.05,perspective,1575300408686,2019-12-02T15:26:48.686000+00:00,38.628082275391,d2456039f4a21a348e328cfb09686d02351840e33cd28bc1a050ad5ab55ebd87,4.11,1,0,1001077007307147,38.944041378017,-77.038752447401,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_26154/1001077007307147.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_26154,38.94407836759565,-77.03875240764508,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_26154/1001077007307147.jpg,0c4af480e52917829a4b9e457b303424660eed99c7a22fee19dc19b5e581c700,0,columbia_heights_petworth
90.0,Mapillary,124.7,perspective,1535625635000,2018-08-30T10:40:35+00:00,90.45,bbc22e38cf5474e93b932a10b09961afbb0228030b7db1f003e83ed87515d9f5,6.05,1,0,1178059525972187,38.944109334594,-77.038809906005,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_26154/1178059525972187.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_26154,38.94407836759565,-77.03875240764508,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_26154/1178059525972187.jpg,7f124d3cdeb50646c3d8061c54f1820e70c90603e5cb39b13d0d749aac5c3617,0,columbia_heights_petworth
90.0,Mapillary,125.73,perspective,1639126674000,2021-12-10T08:57:54+00:00,90.084810882163,0307f2d6da22aa6ba5fe1969c53089f3e3836321942c99e99581ef3ae65f176c,12.37,1,0,1084478478840983,38.941875,-77.032962962963,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_3417/1084478478840983.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_3417,38.941810038782144,-77.0328468627307,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_3417/1084478478840983.jpg,4286134db2025e624ff98fdb458320be18c0b6d17c167a546205d5197d8b7259,0,columbia_heights_petworth
90.0,Mapillary,71.64,perspective,1535498711624,2018-08-28T23:25:11.624000+00:00,78.884063720703,4b7f34fc4d83ce53adae526ffa48b27caf8a055f0ce472fd05831a1af2bf9bfc,9.07,1,0,1202272353551184,38.957318953835,-77.028463418115,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_17124/1202272353551184.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_17124,38.9573446347301,-77.02836388657408,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17124/1202272353551184.jpg,993a8ec5912c3b57782cf093730bc76af1b73047f8af431aed838596b130b8d7,0,columbia_heights_petworth
90.0,Mapillary,43.67,perspective,1669135215301,2022-11-22T16:40:15.301000+00:00,81.202697753906,3d0fdac57257f7c169632594eda27a31129d4efb7ee12b2a75d0559d852e95e1,12.28,1,0,1199524630944308,38.957264745846,-77.028461951041,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_17124/1199524630944308.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_17124,38.9573446347301,-77.02836388657408,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17124/1199524630944308.jpg,6e6f6c9484700f2a85ac719e54e9519214686d4bc04f99447aa89a6ad0f11342,0,columbia_heights_petworth
90.0,Mapillary,251.66,perspective,1607520295473,2020-12-09T13:24:55.473000+00:00,270.70455932617,88c873d9d3c6645b3faa4183c66d367a17c5bca95b2fd9d779fcd0b0db532dae,7.45,1,0,1233577567089153,38.950897826499,-77.022046462836,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_13112/1233577567089153.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_13112,38.95087675670894,-77.02212820043407,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13112/1233577567089153.jpg,eeab00b72c9142218f063177c73a3a399d27b7e9a7b4624ddbbad11255876fdc,0,columbia_heights_petworth
90.0,Mapillary,241.75,perspective,1672346916674,2022-12-29T20:48:36.674000+00:00,257.23842334747,6778ea82f185fbecd149999b6cc4d0fa88b3c701482b20bbfe8b3cd413fc95f7,20.45,1,0,1492683444587528,38.950963774321,-77.021919917263,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_13112/1492683444587528.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_13112,38.95087675670894,-77.02212820043407,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13112/1492683444587528.jpg,cd52bea2944c96556bd715fe1eecd1f4eb0c51293a13dfca888296c522a4b772,0,columbia_heights_petworth
90.0,Mapillary,315.98,perspective,1534870195000,2018-08-21T16:49:55+00:00,0.64,d28ab43db580f5521cd6c898f48181c427daa01ce34d239d841b42bc735f2209,14.92,1,0,138838024931839,38.93409814691,-77.032717254353,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_30713/138838024931839.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_30713,38.934194648347074,-77.03283715252473,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30713/138838024931839.jpg,90878b55a8e16a5b46500fd6b9f5b101fea5aae05e52af1c8444566124bedbe4,0,columbia_heights_petworth
90.0,Mapillary,135.79,perspective,1639991760000,2021-12-20T09:16:00+00:00,155.66379366225,fc4e9f1e298a7628aa6f0dfde8233f62493446d72ec88ce93db148e68011001c,66.52,1,0,1098387670765495,38.94713292089,-77.02246372409,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_31366/1098387670765495.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_31366,38.946704167131664,-77.02192735742467,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31366/1098387670765495.jpg,9cf13e4bbdf9e44edf8f6fab650d3c88a18fbe0fd772ab10dd38ef18bb017d81,0,columbia_heights_petworth
90.0,Mapillary,135.53,perspective,1565799032000,2019-08-14T16:10:32+00:00,157.9,9facd0824c7cc3c993df6a9d0c3e858dc4a5e729bbd72151c5c8fba09c6c9d21,69.73,1,0,1185513375244907,38.947151657014,-77.022492241601,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_31366/1185513375244907.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_31366,38.946704167131664,-77.02192735742467,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31366/1185513375244907.jpg,192993ae879c12477a1c692f14b9ae5afa4f27f61f395d84e3253d7c3302ee2c,0,columbia_heights_petworth
