record_id,study_area,inventory_condition,record_latitude,record_longitude,image_id,image_path,image_latitude,image_longitude,captured_at,captured_at_iso,camera_type,is_pano,compass_angle,distance_to_record_m,bearing_to_record_deg,heading_difference_deg,signed_heading_difference_deg,faces_target,source,attribution
ADA_CurbRampPt_20058,anacostia_fairlawn,Missing,38.85747785200763,-76.98593259025148,1120334445298406,data/images/mapillary_scaleup_development/ADA_CurbRampPt_20058/1120334445298406.jpg,38.857503635416,-76.985895226665,1651310188000,2022-04-30T09:16:28+00:00,perspective,False,278.649,4.32,228.45,50.2,-50.2,1,Mapillary API,Mapillary
ADA_CurbRampPt_20058,anacostia_fairlawn,Missing,38.85747785200763,-76.98593259025148,1199510287213358,data/images/mapillary_scaleup_development/ADA_CurbRampPt_20058/1199510287213358.jpg,38.857416412875,-76.985774774564,1573477587412,2019-11-11T13:06:27.412000+00:00,perspective,False,311.07202148438,15.28,296.56,14.51,-14.51,1,Mapillary API,Mapillary
ADA_CurbRampPt_4868,anacostia_fairlawn,Missing,38.8549010583669,-76.96989603826107,210748337546351,data/images/mapillary_scaleup_development/ADA_CurbRampPt_4868/210748337546351.jpg,38.854958892848,-76.970059734572,1576173114704,2019-12-12T17:51:54.704000+00:00,perspective,False,63.995513916016,15.57,114.4,50.41,50.41,1,Mapillary API,Mapillary
ADA_CurbRampPt_4868,anacostia_fairlawn,Missing,38.8549010583669,-76.96989603826107,2016159208523071,data/images/mapillary_scaleup_development/ADA_CurbRampPt_4868/2016159208523071.jpg,38.854941349754,-76.970083288417,1576173111674,2019-12-12T17:51:51.674000+00:00,perspective,False,42.640075683594,16.82,105.45,62.81,62.81,1,Mapillary API,Mapillary
ADA_CurbRampPt_17848,anacostia_fairlawn,Missing,38.85735447526058,-76.9614405316037,1071244163919248,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17848/1071244163919248.jpg,38.857422343162,-76.96151595955,1702316088325,2023-12-11T17:34:48.325000+00:00,perspective,False,148.22510910034,9.98,139.13,9.1,-9.1,1,Mapillary API,Mapillary
ADA_CurbRampPt_17848,anacostia_fairlawn,Missing,38.85735447526058,-76.9614405316037,1296393610831941,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17848/1296393610831941.jpg,38.857430072518,-76.961511137383,1563208032000,2019-07-15T16:27:12+00:00,perspective,False,181.4,10.39,143.97,37.43,-37.43,1,Mapillary API,Mapillary
ADA_CurbRampPt_10373,anacostia_fairlawn,Non-Compliant,38.8657025397368,-76.97049506682089,1029040011141512,data/images/mapillary_scaleup_development/ADA_CurbRampPt_10373/1029040011141512.jpg,38.865462962963,-76.970510018215,1637048613000,2021-11-16T07:43:33+00:00,perspective,False,24.962943287132,26.67,2.78,22.18,-22.18,1,Mapillary API,Mapillary
ADA_CurbRampPt_10373,anacostia_fairlawn,Non-Compliant,38.8657025397368,-76.97049506682089,1061000091484617,data/images/mapillary_scaleup_development/ADA_CurbRampPt_10373/1061000091484617.jpg,38.865462368686,-76.970587816444,1604686105500,2020-11-06T18:08:25.500000+00:00,spherical,True,203.8,27.89,16.74,172.94,172.94,1,Mapillary API,Mapillary
ADA_CurbRampPt_34782,anacostia_fairlawn,Non-Compliant,38.85653220068565,-76.98935735250313,578581423551637,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34782/578581423551637.jpg,38.85676627422,-76.989481275312,1602351217000,2020-10-10T17:33:37+00:00,spherical,True,317.7,28.15,157.6,160.1,-160.1,1,Mapillary API,Mapillary
ADA_CurbRampPt_34782,anacostia_fairlawn,Non-Compliant,38.85653220068565,-76.98935735250313,480056809774286,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34782/480056809774286.jpg,38.856756101102,-76.989541903468,1563119197500,2019-07-14T15:46:37.500000+00:00,perspective,False,137.6,29.58,147.31,9.71,9.71,1,Mapillary API,Mapillary
ADA_CurbRampPt_28877,anacostia_fairlawn,Non-Compliant,38.87478897874614,-76.9682741011683,145455207568173,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28877/145455207568173.jpg,38.874541862686,-76.968650287636,1573147087000,2019-11-07T17:18:07+00:00,equirectangular,True,237.8,42.61,49.84,172.04,172.04,1,Mapillary API,Mapillary
ADA_CurbRampPt_28877,anacostia_fairlawn,Non-Compliant,38.87478897874614,-76.9682741011683,1047719846307822,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28877/1047719846307822.jpg,38.874589368637,-76.968704140101,1702042234149,2023-12-08T13:30:34.149000+00:00,perspective,False,117.22618579865,43.34,59.2,58.03,-58.03,1,Mapillary API,Mapillary
ADA_CurbRampPt_487,anacostia_fairlawn,Non-Compliant,38.86943338017679,-76.96572644243186,843995476535103,data/images/mapillary_scaleup_development/ADA_CurbRampPt_487/843995476535103.jpg,38.869413867478,-76.965783043961,1535554910000,2018-08-29T15:01:50+00:00,perspective,False,98.23,5.36,66.12,32.11,-32.11,1,Mapillary API,Mapillary
ADA_CurbRampPt_487,anacostia_fairlawn,Non-Compliant,38.86943338017679,-76.96572644243186,4096986087025384,data/images/mapillary_scaleup_development/ADA_CurbRampPt_487/4096986087025384.jpg,38.869452288824,-76.965783742975,1535554911000,2018-08-29T15:01:51+00:00,perspective,False,88.94,5.39,112.97,24.03,24.03,1,Mapillary API,Mapillary
ADA_CurbRampPt_19684,anacostia_fairlawn,Non-Compliant,38.870808484228704,-76.9773022771041,1214292389011469,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19684/1214292389011469.jpg,38.870763491837,-76.977295701136,1563128969000,2019-07-14T18:29:29+00:00,equirectangular,True,86.9,5.04,353.51,93.39,-93.39,1,Mapillary API,Mapillary
ADA_CurbRampPt_19684,anacostia_fairlawn,Non-Compliant,38.870808484228704,-76.9773022771041,1135421118795915,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19684/1135421118795915.jpg,38.870853761431,-76.977337444531,1762446113353,2025-11-06T16:21:53.353000+00:00,perspective,False,96,5.88,148.84,52.84,52.84,1,Mapillary API,Mapillary
ADA_CurbRampPt_21815,columbia_heights_petworth,Fair,38.94181374463058,-77.03632709488816,134049046016536,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21815/134049046016536.jpg,38.941583642455,-77.036433166592,1649419805000,2022-04-08T12:10:05+00:00,perspective,False,0,27.18,19.72,19.72,19.72,1,Mapillary API,Mapillary
ADA_CurbRampPt_21815,columbia_heights_petworth,Fair,38.94181374463058,-77.03632709488816,1246987362725682,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21815/1246987362725682.jpg,38.941584561265,-77.036474443641,1603213967000,2020-10-20T17:12:47+00:00,spherical,True,180,28.49,26.57,153.43,-153.43,1,Mapillary API,Mapillary
ADA_CurbRampPt_26154,columbia_heights_petworth,Fair,38.94407836759565,-77.03875240764508,1001077007307147,data/images/mapillary_scaleup_development/ADA_CurbRampPt_26154/1001077007307147.jpg,38.944041378017,-77.038752447401,1575300408686,2019-12-02T15:26:48.686000+00:00,perspective,False,38.628082275391,4.11,0.05,38.58,-38.58,1,Mapillary API,Mapillary
ADA_CurbRampPt_26154,columbia_heights_petworth,Fair,38.94407836759565,-77.03875240764508,1178059525972187,data/images/mapillary_scaleup_development/ADA_CurbRampPt_26154/1178059525972187.jpg,38.944109334594,-77.038809906005,1535625635000,2018-08-30T10:40:35+00:00,perspective,False,90.45,6.05,124.7,34.25,34.25,1,Mapillary API,Mapillary
ADA_CurbRampPt_2899,columbia_heights_petworth,Fair,38.95298352840959,-77.02771208209002,926458581653451,data/images/mapillary_scaleup_development/ADA_CurbRampPt_2899/926458581653451.jpg,38.952963607567,-77.02820579986,1669219254301,2022-11-23T16:00:54.301000+00:00,perspective,False,259.24118614197,42.75,87.03,172.21,-172.21,0,Mapillary API,Mapillary
ADA_CurbRampPt_3417,columbia_heights_petworth,Fair,38.941810038782144,-77.0328468627307,1094579422012378,data/images/mapillary_scaleup_development/ADA_CurbRampPt_3417/1094579422012378.jpg,38.941822865391,-77.032727306139,1714834255192,2024-05-04T14:50:55.192000+00:00,fisheye,False,212.85886961672,10.44,262.15,49.29,49.29,1,Mapillary API,Mapillary
ADA_CurbRampPt_3417,columbia_heights_petworth,Fair,38.941810038782144,-77.0328468627307,1084478478840983,data/images/mapillary_scaleup_development/ADA_CurbRampPt_3417/1084478478840983.jpg,38.941875,-77.032962962963,1639126674000,2021-12-10T08:57:54+00:00,perspective,False,90.084810882163,12.37,125.73,35.65,35.65,1,Mapillary API,Mapillary
ADA_CurbRampPt_17124,columbia_heights_petworth,Fair,38.9573446347301,-77.02836388657408,1202272353551184,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17124/1202272353551184.jpg,38.957318953835,-77.028463418115,1535498711624,2018-08-28T23:25:11.624000+00:00,perspective,False,78.884063720703,9.07,71.64,7.24,-7.24,1,Mapillary API,Mapillary
ADA_CurbRampPt_17124,columbia_heights_petworth,Fair,38.9573446347301,-77.02836388657408,1199524630944308,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17124/1199524630944308.jpg,38.957264745846,-77.028461951041,1669135215301,2022-11-22T16:40:15.301000+00:00,perspective,False,81.202697753906,12.28,43.67,37.54,-37.54,1,Mapillary API,Mapillary
ADA_CurbRampPt_13112,columbia_heights_petworth,Good,38.95087675670894,-77.02212820043407,1233577567089153,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13112/1233577567089153.jpg,38.950897826499,-77.022046462836,1607520295473,2020-12-09T13:24:55.473000+00:00,perspective,False,270.70455932617,7.45,251.66,19.04,-19.04,1,Mapillary API,Mapillary
ADA_CurbRampPt_13112,columbia_heights_petworth,Good,38.95087675670894,-77.02212820043407,1492683444587528,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13112/1492683444587528.jpg,38.950963774321,-77.021919917263,1672346916674,2022-12-29T20:48:36.674000+00:00,perspective,False,257.23842334747,20.45,241.75,15.48,-15.48,1,Mapillary API,Mapillary
ADA_CurbRampPt_30713,columbia_heights_petworth,Good,38.934194648347074,-77.03283715252473,1055996394806196,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30713/1055996394806196.jpg,38.934152152977,-77.032727010258,1546963219000,2019-01-08T16:00:19+00:00,perspective,False,0.67,10.63,296.38,64.29,-64.29,1,Mapillary API,Mapillary
ADA_CurbRampPt_30713,columbia_heights_petworth,Good,38.934194648347074,-77.03283715252473,138838024931839,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30713/138838024931839.jpg,38.93409814691,-77.032717254353,1534870195000,2018-08-21T16:49:55+00:00,perspective,False,0.64,14.92,315.98,44.66,-44.66,1,Mapillary API,Mapillary
ADA_CurbRampPt_31366,columbia_heights_petworth,Good,38.946704167131664,-77.02192735742467,1098387670765495,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31366/1098387670765495.jpg,38.94713292089,-77.02246372409,1639991760000,2021-12-20T09:16:00+00:00,perspective,False,155.66379366225,66.52,135.79,19.88,-19.88,1,Mapillary API,Mapillary
ADA_CurbRampPt_31366,columbia_heights_petworth,Good,38.946704167131664,-77.02192735742467,1185513375244907,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31366/1185513375244907.jpg,38.947151657014,-77.022492241601,1565799032000,2019-08-14T16:10:32+00:00,perspective,False,157.9,69.73,135.53,22.37,-22.37,1,Mapillary API,Mapillary
ADA_CurbRampPt_19769,columbia_heights_petworth,Good,38.94179258991034,-77.02514394755327,1418039125212742,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19769/1418039125212742.jpg,38.941760059399,-77.025460356002,1535283987000,2018-08-26T11:46:27+00:00,perspective,False,80.23,27.6,82.47,2.24,2.24,1,Mapillary API,Mapillary
ADA_CurbRampPt_19769,columbia_heights_petworth,Good,38.94179258991034,-77.02514394755327,1297468747318061,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19769/1297468747318061.jpg,38.941688947857,-77.025519191347,1565100219000,2019-08-06T14:03:39+00:00,equirectangular,True,175.3,34.44,70.45,104.85,-104.85,1,Mapillary API,Mapillary
ADA_CurbRampPt_5665,columbia_heights_petworth,Good,38.959366596908744,-77.03332154387795,1240556954899039,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5665/1240556954899039.jpg,38.959298577259,-77.033332276578,1787839534226,2026-08-27T14:05:34.226000+00:00,perspective,False,6,7.62,6.99,0.99,0.99,1,Mapillary API,Mapillary
ADA_CurbRampPt_5665,columbia_heights_petworth,Good,38.959366596908744,-77.03332154387795,1384473760458739,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5665/1384473760458739.jpg,38.959246322049,-77.033360149062,1787839533760,2026-08-27T14:05:33.760000+00:00,perspective,False,350,13.78,14.01,24.01,24.01,1,Mapillary API,Mapillary
ADA_CurbRampPt_22154,columbia_heights_petworth,Good,38.942474067768195,-77.01930321691516,1005893856847547,data/images/mapillary_scaleup_development/ADA_CurbRampPt_22154/1005893856847547.jpg,38.942085270827,-77.019033193285,1546419433547,2019-01-02T08:57:13.547000+00:00,perspective,False,268.34384737148,49.14,331.62,63.28,63.28,1,Mapillary API,Mapillary
ADA_CurbRampPt_22154,columbia_heights_petworth,Good,38.942474067768195,-77.01930321691516,1067624930430706,data/images/mapillary_scaleup_development/ADA_CurbRampPt_22154/1067624930430706.jpg,38.942088105209,-77.019010207679,1535646330000,2018-08-30T16:25:30+00:00,perspective,False,285.33,49.84,329.44,44.11,44.11,1,Mapillary API,Mapillary
ADA_CurbRampPt_31784,columbia_heights_petworth,Missing,38.92667955408635,-77.02963003669694,1124593752967728,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31784/1124593752967728.jpg,38.926721835019,-77.029153569677,1756385510480,2025-08-28T12:51:50.480000+00:00,spherical,True,92.74089512921,41.48,263.49,170.75,170.75,1,Mapillary API,Mapillary
ADA_CurbRampPt_31784,columbia_heights_petworth,Missing,38.92667955408635,-77.02963003669694,1007498993645976,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31784/1007498993645976.jpg,38.9267213879,-77.029104090327,1701696174842,2023-12-04T13:22:54.842000+00:00,perspective,False,256.25057315826,45.73,264.16,7.91,7.91,1,Mapillary API,Mapillary
ADA_CurbRampPt_8054,columbia_heights_petworth,Missing,38.959519068806166,-77.01983813162283,1026602244834870,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8054/1026602244834870.jpg,38.959504444349,-77.01983840508,1546422770343,2019-01-02T09:52:50.343000+00:00,fisheye,False,358.40545080615,1.63,0.83,2.43,2.43,1,Mapillary API,Mapillary
ADA_CurbRampPt_8054,columbia_heights_petworth,Missing,38.959519068806166,-77.01983813162283,1033408847196606,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8054/1033408847196606.jpg,38.959539496495,-77.019875329334,1546434996681,2019-01-02T13:16:36.681000+00:00,fisheye,False,168.99905525198,3.94,125.23,43.77,-43.77,1,Mapillary API,Mapillary
ADA_CurbRampPt_16860,columbia_heights_petworth,Missing,38.9280739534795,-77.02297639217053,1264684023926685,data/images/mapillary_scaleup_development/ADA_CurbRampPt_16860/1264684023926685.jpg,38.928046130717,-77.023113469596,1514626341000,2017-12-30T09:32:21+00:00,perspective,False,325.55,12.25,75.38,109.83,109.83,0,Mapillary API,Mapillary
ADA_CurbRampPt_16860,columbia_heights_petworth,Missing,38.9280739534795,-77.02297639217053,1339214663128008,data/images/mapillary_scaleup_development/ADA_CurbRampPt_16860/1339214663128008.jpg,38.927966682793,-77.023101240798,1514626340000,2017-12-30T09:32:20+00:00,perspective,False,322.76,16.09,42.16,79.4,79.4,0,Mapillary API,Mapillary
ADA_CurbRampPt_33719,columbia_heights_petworth,Missing,38.92961777523702,-77.0296051286056,1203919316775658,data/images/mapillary_scaleup_development/ADA_CurbRampPt_33719/1203919316775658.jpg,38.929933518777,-77.02973595551,1606744244299,2020-11-30T13:50:44.299000+00:00,perspective,False,183.10946655273,36.89,162.13,20.98,-20.98,1,Mapillary API,Mapillary
ADA_CurbRampPt_33719,columbia_heights_petworth,Missing,38.92961777523702,-77.0296051286056,120807830847648,data/images/mapillary_scaleup_development/ADA_CurbRampPt_33719/120807830847648.jpg,38.929939821236,-77.029728054572,1670343290501,2022-12-06T16:14:50.501000+00:00,perspective,False,169.24610805511,37.36,163.46,5.78,-5.78,1,Mapillary API,Mapillary
ADA_CurbRampPt_28350,columbia_heights_petworth,Non-Compliant,38.92262483774415,-77.03662490952593,178380344191139,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28350/178380344191139.jpg,38.922429838969,-77.03705997372,1564252519000,2019-07-27T18:35:19+00:00,equirectangular,True,233,43.44,60.05,172.95,-172.95,1,Mapillary API,Mapillary
ADA_CurbRampPt_28350,columbia_heights_petworth,Non-Compliant,38.92262483774415,-77.03662490952593,136452718886753,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28350/136452718886753.jpg,38.922407427279,-77.037115623262,1601144346000,2020-09-26T18:19:06+00:00,spherical,True,233.8,48.85,60.34,173.46,-173.46,1,Mapillary API,Mapillary
ADA_CurbRampPt_13132,columbia_heights_petworth,Non-Compliant,38.94832898089922,-77.02200368230952,1118208122175220,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13132/1118208122175220.jpg,38.948231277828,-77.021969567365,1672772353716,2023-01-03T18:59:13.716000+00:00,perspective,False,-8.7610015869141,11.26,344.81,6.43,-6.43,1,Mapillary API,Mapillary
ADA_CurbRampPt_13132,columbia_heights_petworth,Non-Compliant,38.94832898089922,-77.02200368230952,1114229912752345,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13132/1114229912752345.jpg,38.948216252543,-77.021931191019,1598970638000,2020-09-01T14:30:38+00:00,spherical,True,176.7,14.02,333.43,156.73,156.73,1,Mapillary API,Mapillary
ADA_CurbRampPt_5286,columbia_heights_petworth,Non-Compliant,38.93836118806195,-77.01673414941789,180425980944870,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5286/180425980944870.jpg,38.938196795661,-77.017041377294,1565286101500,2019-08-08T17:41:41.500000+00:00,spherical,True,221.9,32.25,55.47,166.43,-166.43,1,Mapillary API,Mapillary
ADA_CurbRampPt_5286,columbia_heights_petworth,Non-Compliant,38.93836118806195,-77.01673414941789,137751705559087,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5286/137751705559087.jpg,38.938194906854,-77.017052974906,1606235477500,2020-11-24T16:31:17.500000+00:00,spherical,True,222,33.2,56.16,165.84,-165.84,1,Mapillary API,Mapillary
ADA_CurbRampPt_17245,columbia_heights_petworth,Non-Compliant,38.937555565721254,-77.02727272637662,1197522777839288,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17245/1197522777839288.jpg,38.937396576506,-77.027204578766,1669644438687,2022-11-28T14:07:18.687000+00:00,perspective,False,348.21108722687,18.64,341.56,6.65,-6.65,1,Mapillary API,Mapillary
