attribution,bearing_to_record_deg,blur_variance,camera_type,captured_at,captured_at_iso,compass_angle,contrast,distance_to_record_m,faces_target,heading_difference_deg,height,image_id,image_latitude,image_longitude,image_path,inventory_condition,is_pano,mean_brightness,quality_gate_pass,quality_rejection_reasons,record_id,record_latitude,record_longitude,signed_heading_difference_deg,source,study_area,threshold_status,width
Mapillary,62.86,1220.069,spherical,1605027328000,2020-11-10T16:55:28+00:00,252.5,70.901,25.15,1,170.36,1024,1163270917568160,38.862167637912,-76.957910205119,data/images/mapillary_scaleup_development/ADA_CurbRampPt_2541/1163270917568160.jpg,Missing,True,89.474,1,,ADA_CurbRampPt_2541,38.862270832299565,-76.95765168636848,170.36,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,56.16,5307.251,perspective,1702400155193,2023-12-12T16:55:55.193000+00:00,61.222418785095,64.224,26.21,1,5.06,1536,1060463751769459,38.862139577298,-76.957903152001,data/images/mapillary_scaleup_development/ADA_CurbRampPt_2541/1060463751769459.jpg,Missing,False,122.754,1,,ADA_CurbRampPt_2541,38.862270832299565,-76.95765168636848,-5.06,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,269.22,952.179,perspective,1733926412734,2024-12-11T14:13:32.734000+00:00,284,70.529,2.16,1,14.78,1536,1145904273555095,38.872409617259,-76.959185739742,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21131/1145904273555095.jpg,Missing,False,136.794,1,,ADA_CurbRampPt_21131,38.8724093519235,-76.95921066661013,-14.78,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,70.86,1475.102,perspective,1702565912589,2023-12-14T14:58:32.589000+00:00,98.221455574036,61.971,4.93,1,27.36,1536,1038638224081909,38.872394805239,-76.959264514056,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21131/1038638224081909.jpg,Missing,False,139.316,1,,ADA_CurbRampPt_21131,38.8724093519235,-76.95921066661013,-27.36,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,228.45,1156.859,perspective,1651310188000,2022-04-30T09:16:28+00:00,278.649,53.109,4.32,1,50.2,1084,1120334445298406,38.857503635416,-76.985895226665,data/images/mapillary_scaleup_development/ADA_CurbRampPt_20058/1120334445298406.jpg,Missing,False,142.237,1,,ADA_CurbRampPt_20058,38.85747785200763,-76.98593259025148,-50.2,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,296.56,825.553,perspective,1573477587412,2019-11-11T13:06:27.412000+00:00,311.07202148438,73.945,15.28,1,14.51,1152,1199510287213358,38.857416412875,-76.985774774564,data/images/mapillary_scaleup_development/ADA_CurbRampPt_20058/1199510287213358.jpg,Missing,False,82.291,1,,ADA_CurbRampPt_20058,38.85747785200763,-76.98593259025148,-14.51,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,114.4,1700.709,perspective,1576173114704,2019-12-12T17:51:54.704000+00:00,63.995513916016,52.498,15.57,1,50.41,1152,210748337546351,38.854958892848,-76.970059734572,data/images/mapillary_scaleup_development/ADA_CurbRampPt_4868/210748337546351.jpg,Missing,False,125.825,1,,ADA_CurbRampPt_4868,38.8549010583669,-76.96989603826107,50.41,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,648
Mapillary,105.45,1865.589,perspective,1576173111674,2019-12-12T17:51:51.674000+00:00,42.640075683594,55.789,16.82,1,62.81,1152,2016159208523071,38.854941349754,-76.970083288417,data/images/mapillary_scaleup_development/ADA_CurbRampPt_4868/2016159208523071.jpg,Missing,False,121.016,1,,ADA_CurbRampPt_4868,38.8549010583669,-76.96989603826107,62.81,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,648
Mapillary,139.13,2478.575,perspective,1702316088325,2023-12-11T17:34:48.325000+00:00,148.22510910034,56.091,9.98,1,9.1,1536,1071244163919248,38.857422343162,-76.96151595955,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17848/1071244163919248.jpg,Missing,False,107.758,1,,ADA_CurbRampPt_17848,38.85735447526058,-76.9614405316037,-9.1,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,143.97,1050.943,perspective,1563208032000,2019-07-15T16:27:12+00:00,181.4,46.641,10.39,1,37.43,1525,1296393610831941,38.857430072518,-76.961511137383,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17848/1296393610831941.jpg,Missing,False,97.068,1,,ADA_CurbRampPt_17848,38.85735447526058,-76.9614405316037,-37.43,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,1034
Mapillary,2.78,1261.932,perspective,1637048613000,2021-11-16T07:43:33+00:00,24.962943287132,50.674,26.67,1,22.18,1084,1029040011141512,38.865462962963,-76.970510018215,data/images/mapillary_scaleup_development/ADA_CurbRampPt_10373/1029040011141512.jpg,Non-Compliant,False,133.813,1,,ADA_CurbRampPt_10373,38.8657025397368,-76.97049506682089,-22.18,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,16.74,855.041,spherical,1604686105500,2020-11-06T18:08:25.500000+00:00,203.8,66.333,27.89,1,172.94,1024,1061000091484617,38.865462368686,-76.970587816444,data/images/mapillary_scaleup_development/ADA_CurbRampPt_10373/1061000091484617.jpg,Non-Compliant,True,80.611,1,,ADA_CurbRampPt_10373,38.8657025397368,-76.97049506682089,172.94,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,157.6,131.884,spherical,1602351217000,2020-10-10T17:33:37+00:00,317.7,81.08,28.15,1,160.1,1024,578581423551637,38.85676627422,-76.989481275312,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34782/578581423551637.jpg,Non-Compliant,True,99.051,1,,ADA_CurbRampPt_34782,38.85653220068565,-76.98935735250313,-160.1,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,147.31,1556.472,perspective,1563119197500,2019-07-14T15:46:37.500000+00:00,137.6,21.064,29.58,1,9.71,1525,480056809774286,38.856756101102,-76.989541903468,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34782/480056809774286.jpg,Non-Compliant,False,90.487,0,low_contrast,ADA_CurbRampPt_34782,38.85653220068565,-76.98935735250313,9.71,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,1034
Mapillary,49.84,2592.292,equirectangular,1573147087000,2019-11-07T17:18:07+00:00,237.8,73.749,42.61,1,172.04,1024,145455207568173,38.874541862686,-76.968650287636,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28877/145455207568173.jpg,Non-Compliant,True,126.335,1,,ADA_CurbRampPt_28877,38.87478897874614,-76.9682741011683,172.04,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,59.2,99.135,perspective,1702042234149,2023-12-08T13:30:34.149000+00:00,117.22618579865,71.008,43.34,1,58.03,1534,1047719846307822,38.874589368637,-76.968704140101,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28877/1047719846307822.jpg,Non-Compliant,False,131.802,1,,ADA_CurbRampPt_28877,38.87478897874614,-76.9682741011683,-58.03,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,66.12,1328.158,perspective,1535554910000,2018-08-29T15:01:50+00:00,98.23,62.671,5.36,1,32.11,1152,843995476535103,38.869413867478,-76.965783043961,data/images/mapillary_scaleup_development/ADA_CurbRampPt_487/843995476535103.jpg,Non-Compliant,False,126.771,1,,ADA_CurbRampPt_487,38.86943338017679,-76.96572644243186,-32.11,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,112.97,1100.802,perspective,1535554911000,2018-08-29T15:01:51+00:00,88.94,58.715,5.39,1,24.03,1152,4096986087025384,38.869452288824,-76.965783742975,data/images/mapillary_scaleup_development/ADA_CurbRampPt_487/4096986087025384.jpg,Non-Compliant,False,123.219,1,,ADA_CurbRampPt_487,38.86943338017679,-76.96572644243186,24.03,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,353.51,1317.746,equirectangular,1563128969000,2019-07-14T18:29:29+00:00,86.9,68.897,5.04,1,93.39,1024,1214292389011469,38.870763491837,-76.977295701136,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19684/1214292389011469.jpg,Non-Compliant,True,130.695,1,,ADA_CurbRampPt_19684,38.870808484228704,-76.9773022771041,-93.39,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,148.84,37.887,perspective,1762446113353,2025-11-06T16:21:53.353000+00:00,96,55.112,5.88,1,52.84,1534,1135421118795915,38.870853761431,-76.977337444531,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19684/1135421118795915.jpg,Non-Compliant,False,110.008,0,blur,ADA_CurbRampPt_19684,38.870808484228704,-76.9773022771041,52.84,Mapillary API,anacostia_fairlawn,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,19.72,1098.022,perspective,1649419805000,2022-04-08T12:10:05+00:00,0,60.095,27.18,1,19.72,1084,134049046016536,38.941583642455,-77.036433166592,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21815/134049046016536.jpg,Fair,False,149.005,1,,ADA_CurbRampPt_21815,38.94181374463058,-77.03632709488816,19.72,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,26.57,437.975,spherical,1603213967000,2020-10-20T17:12:47+00:00,180,68.336,28.49,1,153.43,1024,1246987362725682,38.941584561265,-77.036474443641,data/images/mapillary_scaleup_development/ADA_CurbRampPt_21815/1246987362725682.jpg,Fair,True,82.554,1,,ADA_CurbRampPt_21815,38.94181374463058,-77.03632709488816,-153.43,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,0.05,1083.427,perspective,1575300408686,2019-12-02T15:26:48.686000+00:00,38.628082275391,74.404,4.11,1,38.58,1152,1001077007307147,38.944041378017,-77.038752447401,data/images/mapillary_scaleup_development/ADA_CurbRampPt_26154/1001077007307147.jpg,Fair,False,101.596,1,,ADA_CurbRampPt_26154,38.94407836759565,-77.03875240764508,-38.58,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,124.7,2988.13,perspective,1535625635000,2018-08-30T10:40:35+00:00,90.45,81.073,6.05,1,34.25,1152,1178059525972187,38.944109334594,-77.038809906005,data/images/mapillary_scaleup_development/ADA_CurbRampPt_26154/1178059525972187.jpg,Fair,False,153.646,1,,ADA_CurbRampPt_26154,38.94407836759565,-77.03875240764508,34.25,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,87.03,7683.682,perspective,1669219254301,2022-11-23T16:00:54.301000+00:00,259.24118614197,63.252,42.75,0,172.21,1147,926458581653451,38.952963607567,-77.02820579986,data/images/mapillary_scaleup_development/ADA_CurbRampPt_2899/926458581653451.jpg,Fair,False,125.242,1,,ADA_CurbRampPt_2899,38.95298352840959,-77.02771208209002,-172.21,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,262.15,749.5,fisheye,1714834255192,2024-05-04T14:50:55.192000+00:00,212.85886961672,80.838,10.44,1,49.29,1152,1094579422012378,38.941822865391,-77.032727306139,data/images/mapillary_scaleup_development/ADA_CurbRampPt_3417/1094579422012378.jpg,Fair,False,88.132,1,,ADA_CurbRampPt_3417,38.941810038782144,-77.0328468627307,49.29,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,125.73,931.548,perspective,1639126674000,2021-12-10T08:57:54+00:00,90.084810882163,56.927,12.37,1,35.65,1084,1084478478840983,38.941875,-77.032962962963,data/images/mapillary_scaleup_development/ADA_CurbRampPt_3417/1084478478840983.jpg,Fair,False,137.934,1,,ADA_CurbRampPt_3417,38.941810038782144,-77.0328468627307,35.65,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,71.64,45.87,perspective,1535498711624,2018-08-28T23:25:11.624000+00:00,78.884063720703,79.528,9.07,1,7.24,1536,1202272353551184,38.957318953835,-77.028463418115,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17124/1202272353551184.jpg,Fair,False,92.52,0,blur,ADA_CurbRampPt_17124,38.9573446347301,-77.02836388657408,-7.24,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,43.67,2320.297,perspective,1669135215301,2022-11-22T16:40:15.301000+00:00,81.202697753906,69.011,12.28,1,37.54,1153,1199524630944308,38.957264745846,-77.028461951041,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17124/1199524630944308.jpg,Fair,False,140.141,1,,ADA_CurbRampPt_17124,38.9573446347301,-77.02836388657408,-37.54,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,251.66,709.339,perspective,1607520295473,2020-12-09T13:24:55.473000+00:00,270.70455932617,59.893,7.45,1,19.04,1152,1233577567089153,38.950897826499,-77.022046462836,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13112/1233577567089153.jpg,Good,False,120.322,1,,ADA_CurbRampPt_13112,38.95087675670894,-77.02212820043407,-19.04,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,241.75,1703.861,perspective,1672346916674,2022-12-29T20:48:36.674000+00:00,257.23842334747,67.808,20.45,1,15.48,1147,1492683444587528,38.950963774321,-77.021919917263,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13112/1492683444587528.jpg,Good,False,134.01,1,,ADA_CurbRampPt_13112,38.95087675670894,-77.02212820043407,-15.48,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,296.38,1211.618,perspective,1546963219000,2019-01-08T16:00:19+00:00,0.67,66.655,10.63,1,64.29,1152,1055996394806196,38.934152152977,-77.032727010258,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30713/1055996394806196.jpg,Good,False,121.695,1,,ADA_CurbRampPt_30713,38.934194648347074,-77.03283715252473,-64.29,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,315.98,664.89,perspective,1534870195000,2018-08-21T16:49:55+00:00,0.64,77.731,14.92,1,44.66,1152,138838024931839,38.93409814691,-77.032717254353,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30713/138838024931839.jpg,Good,False,117.787,1,,ADA_CurbRampPt_30713,38.934194648347074,-77.03283715252473,-44.66,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,135.79,186.796,perspective,1639991760000,2021-12-20T09:16:00+00:00,155.66379366225,58.184,66.52,1,19.88,1084,1098387670765495,38.94713292089,-77.02246372409,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31366/1098387670765495.jpg,Good,False,155.236,1,,ADA_CurbRampPt_31366,38.946704167131664,-77.02192735742467,-19.88,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,135.53,614.625,perspective,1565799032000,2019-08-14T16:10:32+00:00,157.9,38.4,69.73,1,22.37,1524,1185513375244907,38.947151657014,-77.022492241601,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31366/1185513375244907.jpg,Good,False,123.604,1,,ADA_CurbRampPt_31366,38.946704167131664,-77.02192735742467,-22.37,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,1022
Mapillary,82.47,2381.768,perspective,1535283987000,2018-08-26T11:46:27+00:00,80.23,68.068,27.6,1,2.24,1152,1418039125212742,38.941760059399,-77.025460356002,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19769/1418039125212742.jpg,Good,False,137.702,1,,ADA_CurbRampPt_19769,38.94179258991034,-77.02514394755327,2.24,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,70.45,756.328,equirectangular,1565100219000,2019-08-06T14:03:39+00:00,175.3,60.967,34.44,1,104.85,1024,1297468747318061,38.941688947857,-77.025519191347,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19769/1297468747318061.jpg,Good,True,110.635,1,,ADA_CurbRampPt_19769,38.94179258991034,-77.02514394755327,-104.85,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,6.99,710.694,perspective,1787839534226,2026-08-27T14:05:34.226000+00:00,6,54.581,7.62,1,0.99,1536,1240556954899039,38.959298577259,-77.033332276578,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5665/1240556954899039.jpg,Good,False,116.631,1,,ADA_CurbRampPt_5665,38.959366596908744,-77.03332154387795,0.99,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,14.01,511.404,perspective,1787839533760,2026-08-27T14:05:33.760000+00:00,350,52.344,13.78,1,24.01,1536,1384473760458739,38.959246322049,-77.033360149062,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5665/1384473760458739.jpg,Good,False,125.196,1,,ADA_CurbRampPt_5665,38.959366596908744,-77.03332154387795,24.01,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,331.62,1466.904,perspective,1546419433547,2019-01-02T08:57:13.547000+00:00,268.34384737148,73.18,49.14,1,63.28,1152,1005893856847547,38.942085270827,-77.019033193285,data/images/mapillary_scaleup_development/ADA_CurbRampPt_22154/1005893856847547.jpg,Good,False,113.653,1,,ADA_CurbRampPt_22154,38.942474067768195,-77.01930321691516,63.28,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
Mapillary,329.44,1510.083,perspective,1535646330000,2018-08-30T16:25:30+00:00,285.33,85.469,49.84,1,44.11,1152,1067624930430706,38.942088105209,-77.019010207679,data/images/mapillary_scaleup_development/ADA_CurbRampPt_22154/1067624930430706.jpg,Good,False,121.801,1,,ADA_CurbRampPt_22154,38.942474067768195,-77.01930321691516,44.11,Mapillary API,columbia_heights_petworth,frozen_v1_2026-09-01_after_balanced_pilot,2048
